X,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Unique_KOMyevsWTMye_M
Pigp,138.7895798,0.302910318,0.140129865,2.157388656,0.030975394,0.13402735,Pigp
Oat,1539.148612,0.303200968,0.044453329,6.820151704,9.09E-12,4.66E-10,Oat
Mical2,987.2974912,0.303574919,0.059538369,5.093805157,3.51E-07,8.17E-06,Mical2
Slc35g1,130.4870822,0.3050663,0.133427477,2.28054992,0.022575094,0.106786613,Slc35g1
Lsm10,237.870962,0.305686543,0.107952046,2.836680009,0.004558527,0.030206094,Lsm10
Flvcr1,1773.641355,0.305705405,0.045849841,6.662867024,2.69E-11,1.29E-09,Flvcr1
Gm49172,259.8034134,0.3061149,0.124486519,2.460446213,0.013876437,0.073722855,Gm49172
Ak3,1089.758848,0.306609393,0.053326793,5.751287942,8.86E-09,2.95E-07,Ak3
Kdelc2,268.8259357,0.306839628,0.103386931,2.970192838,0.002976129,0.021285388,Kdelc2
Ptrh1,304.0250837,0.307101855,0.087752519,3.483152224,0.000495547,0.004834125,Ptrh1
Lyst,1632.149345,0.308439702,0.067518776,4.565741869,4.98E-06,8.56E-05,Lyst
Ptger2,191.54801,0.308895208,0.12076921,2.558304976,0.01051838,0.059105196,Ptger2
Gm11808,828.0520817,0.310586467,0.082324872,3.774646089,0.000160235,0.001825841,Gm11808
Map6,150.1177528,0.310723117,0.118639842,2.600801389,0.009300628,0.053690747,Map6
Gm47414,2.802217051,0.310938675,0.1585969,2.042838772,0.041068401,0.164876499,Gm47414
Atf5,734.7667569,0.312117152,0.075902292,4.11191091,3.92E-05,0.000537922,Atf5
Nipal3,349.213611,0.312119332,0.101179615,3.094627906,0.001970599,0.015205941,Nipal3
Lmbrd2,894.7647977,0.312253673,0.06852947,4.55479059,5.24E-06,8.95E-05,Lmbrd2
Gstm5,102.5573242,0.31235793,0.156013259,1.988150653,0.046795031,0.180717525,Gstm5
Amacr,85.43254939,0.312564873,0.151310617,2.051108093,0.040256421,0.16258637,Amacr
Hscb,255.255688,0.312573058,0.099495623,3.131538229,0.001738931,0.013733558,Hscb
Mis18a,116.1901692,0.31260514,0.142727362,2.207926168,0.02724942,0.122470584,Mis18a
Nkain1,487.5826771,0.31274773,0.080992013,3.849795907,0.000118216,0.001397377,Nkain1
mt-Tc,175.4687067,0.313214682,0.132598169,2.388800708,0.016903469,0.085793479,mt-Tc
Rab31,2615.344043,0.314446358,0.047103312,6.677773971,2.43E-11,1.17E-09,Rab31
Sec22c,440.2438928,0.31461357,0.080519738,3.908514348,9.29E-05,0.001132565,Sec22c
Msrb2,123.2396342,0.314803984,0.146209093,2.172009743,0.029854928,0.13061531,Msrb2
Nacc2,817.774915,0.315198055,0.069679058,4.523743487,6.08E-06,0.000102198,Nacc2
Plekhh2,153.999123,0.315758181,0.136757164,2.309755846,0.020901675,0.100551141,Plekhh2
Sh3rf1,76.90567817,0.315807306,0.16071904,1.967018418,0.049181088,0.187270181,Sh3rf1
Gm26809,118.8177782,0.31660232,0.140576199,2.257578657,0.023971941,0.111530352,Gm26809
Agap1,1342.430325,0.316703605,0.060436024,5.234536362,1.65E-07,4.10E-06,Agap1
Ttc28,241.3129819,0.316813868,0.120806399,2.621683603,0.008749662,0.05115065,Ttc28
Gm12428,2.031465952,0.317416944,0.138689851,2.314304594,0.02065102,NA,Gm12428
Kbtbd4,112.3014485,0.317673197,0.140785114,2.248534369,0.024542136,0.113724114,Kbtbd4
Hpgd,534.3478856,0.317771535,0.103319623,3.143873711,0.001667274,0.013291236,Hpgd
Atg4a,274.6435596,0.317939855,0.100661231,3.151798894,0.00162268,0.012987074,Atg4a
Acot13,334.2143041,0.317950674,0.098289014,3.232771136,0.001225957,0.010286439,Acot13
Cnr2,669.6865593,0.318690458,0.073007958,4.372949215,1.23E-05,0.000189628,Cnr2
Ccdc91,321.5194724,0.318956598,0.098554735,3.23923788,0.001198496,0.01009803,Ccdc91
Tbc1d4,898.6814243,0.31898698,0.067132015,4.754486808,1.99E-06,3.80E-05,Tbc1d4
Slc29a1,726.3537035,0.319014375,0.071942558,4.439255881,9.03E-06,0.000145216,Slc29a1
Dpm3,211.685465,0.319039749,0.113183804,2.816738436,0.004851402,0.03178131,Dpm3
Gm25776,2.812519139,0.319825863,0.144959928,2.152237744,0.031378634,0.135264297,Gm25776
Samd8,1529.560577,0.320031537,0.059714788,5.356847388,8.47E-08,2.27E-06,Samd8
Sgpp1,649.5280345,0.320620787,0.073327365,4.377582029,1.20E-05,0.000186357,Sgpp1
Prkar2b,518.8757682,0.322328846,0.077634458,4.1484696,3.35E-05,0.000467978,Prkar2b
Kif16b,769.1059793,0.322525451,0.064834228,4.973592162,6.57E-07,1.42E-05,Kif16b
Gmpr,350.3784057,0.322664914,0.089026031,3.625918896,0.000287936,0.003028581,Gmpr
Tasp1,83.70642602,0.323105418,0.157348577,2.039963938,0.041353918,0.165715501,Tasp1
Stk38l,180.843908,0.323400809,0.120124334,2.699972708,0.006934516,0.042365931,Stk38l
Ccdc90b,173.8649546,0.323727683,0.120502401,2.686188509,0.00722723,0.043773032,Ccdc90b
Hipk2,1373.126796,0.32375292,0.088873253,3.641060101,0.000271518,0.002884094,Hipk2
Gm14046,6.316293245,0.323792023,0.179804692,2.182168612,0.029097091,0.128238613,Gm14046
Zfp677,86.97231353,0.32429109,0.151149803,2.152696442,0.031342543,0.135180951,Zfp677
Mpv17,398.1342363,0.32510029,0.102441288,3.173087885,0.001508269,0.012198453,Mpv17
St3gal2,585.1267221,0.326004839,0.067181418,4.849483822,1.24E-06,2.50E-05,St3gal2
Suox,90.65820788,0.326309884,0.159687395,2.051807098,0.040188413,0.162452307,Suox
Atf7ip2,6.891308385,0.326754536,0.194028378,2.11060284,0.034806463,0.146174463,Atf7ip2
Dennd2c,118.0556028,0.327916359,0.145572945,2.273969193,0.022967839,0.108105624,Dennd2c
Ngrn,153.9929903,0.328538074,0.136894174,2.406823518,0.016091944,0.082583816,Ngrn
Nxpe4,79.60942324,0.328601821,0.160006536,2.032247504,0.042128606,0.167853771,Nxpe4
Hps6,300.0646337,0.328760627,0.100169477,3.288550317,0.001007048,0.008724502,Hps6
A530017D24Rik,86.54310487,0.329719102,0.16583733,2.018801355,0.04350787,0.171974396,A530017D24Rik
Tbc1d8b,217.9440823,0.329873838,0.112631993,2.930235041,0.003387057,0.023619925,Tbc1d8b
Pdk2,137.3007037,0.329998317,0.141389363,2.362145247,0.018169522,0.090179837,Pdk2
Stxbp5,1702.206838,0.330134159,0.047640884,6.930306079,4.20E-12,2.25E-10,Stxbp5
Txndc16,569.75238,0.330838133,0.079022114,4.19111826,2.78E-05,0.000395305,Txndc16
Clec5a,1134.552966,0.330839749,0.059988052,5.511455051,3.56E-08,1.05E-06,Clec5a
Plcd1,111.8939541,0.332239778,0.159303159,2.095064677,0.036165243,0.150457056,Plcd1
Acad12,189.2908833,0.332426292,0.126291879,2.63158784,0.008498689,0.049936764,Acad12
BC052040,78.64421185,0.332521002,0.161362342,2.06267477,0.039143539,0.159048349,BC052040
Gm42568,3.270987904,0.333124153,0.160676898,2.537120429,0.01117685,0.062228596,Gm42568
Lrg1,5.612956969,0.333124416,0.184297021,2.00279325,0.045199485,0.176627194,Lrg1
Rusc1,78.11879859,0.333346843,0.160803627,2.077168178,0.03778604,0.155174525,Rusc1
Cercam,145.9494191,0.333608314,0.139246179,2.401481159,0.01632885,0.083507446,Cercam
Rarg,179.3730547,0.333865624,0.121521244,2.759571051,0.00578773,0.036521323,Rarg
Cela1,69.63142346,0.334315268,0.160072969,2.049661522,0.040397472,0.162831181,Cela1
Lrrk2,200.72723,0.334515717,0.124773293,2.663552788,0.007732028,0.046240278,Lrrk2
Pros1,889.7368551,0.334950557,0.068788722,4.880666275,1.06E-06,2.17E-05,Pros1
Klhl24,1009.562451,0.335213435,0.06671571,5.041777087,4.61E-07,1.05E-05,Klhl24
Myo5a,9341.896527,0.336176089,0.035533807,9.459878427,3.08E-21,4.22E-19,Myo5a
Smim8,79.43439266,0.336883317,0.159826802,2.087082299,0.036880696,0.152621192,Smim8
1700017M07Rik,3.329900535,0.33698357,0.152404693,2.268756256,0.023283152,0.109207461,1700017M07Rik
Mccc2,147.2561337,0.337573871,0.126889097,2.667889978,0.007632925,0.045749347,Mccc2
Lyl1,406.0838298,0.337919117,0.095190593,3.565476239,0.000363196,0.003694936,Lyl1
Mpc1-ps,500.2601752,0.337947647,0.082334919,4.098003982,4.17E-05,0.000565126,Mpc1-ps
Zfp953,65.95342419,0.338005558,0.173393575,1.973870179,0.048396506,0.185217654,Zfp953
Nedd9,334.0640485,0.338385684,0.097996919,3.453488013,0.000553387,0.005299049,Nedd9
Ap3s1-ps1,129.8587607,0.339701542,0.134596724,2.50228193,0.012339562,0.06737693,Ap3s1-ps1
Fat3,755.4382252,0.341001577,0.113042231,3.020179935,0.002526246,0.018637847,Fat3
6430548M08Rik,694.3248329,0.341308579,0.07424044,4.595446806,4.32E-06,7.58E-05,6430548M08Rik
Tmem144,309.1573647,0.34176647,0.097471456,3.502493674,0.000460925,0.004552804,Tmem144
Agmo,63.67433025,0.341808647,0.177599321,1.972724129,0.048527001,0.185497078,Agmo
Hells,105.1205702,0.341894632,0.144647961,2.368914851,0.01784036,0.089146551,Hells
Stau2,405.524807,0.342350705,0.083645351,4.090651251,4.30E-05,0.000582273,Stau2
Atg9b,23.18684174,0.344510797,0.21378578,2.120765708,0.033941524,0.143475632,Atg9b
Lars2,4166.315408,0.344707221,0.137454447,2.507702678,0.012151887,0.066668037,Lars2
Rnf157,243.6585536,0.344739163,0.09799739,3.506216802,0.000454525,0.004499238,Rnf157
Fry,273.8252858,0.345168252,0.108527131,3.186815706,0.001438484,0.011757821,Fry
Trim37,461.7761669,0.345877029,0.08559745,4.035298416,5.45E-05,0.000713616,Trim37
Mr1,504.6036732,0.347386511,0.080807553,4.297339876,1.73E-05,0.000256351,Mr1
Map1lc3a,267.1074521,0.348653842,0.112108796,3.126045524,0.001771741,0.013956933,Map1lc3a
Focad,260.2681082,0.348774566,0.098546151,3.524764068,0.00042386,0.00421899,Focad
C330018D20Rik,119.4136697,0.349488674,0.132352518,2.635187782,0.008409075,0.049572679,C330018D20Rik
Atp13a3,2194.950081,0.349902074,0.043265416,8.090549864,5.94E-16,5.10E-14,Atp13a3
Xylt1,1470.936009,0.350655143,0.064948801,5.399810159,6.67E-08,1.83E-06,Xylt1
Bambi,503.1764536,0.352952817,0.078842222,4.478854052,7.50E-06,0.000123093,Bambi
Tmlhe,332.8128164,0.353407152,0.088787076,3.982710176,6.81E-05,0.000864354,Tmlhe
Mrgpre,396.6077558,0.354683443,0.080199029,4.415099688,1.01E-05,0.000159554,Mrgpre
Akirin1,3725.397916,0.355587066,0.032490562,10.94132276,7.31E-28,1.64E-25,Akirin1
Slc17a5,872.348889,0.357071407,0.062888556,5.683865958,1.32E-08,4.21E-07,Slc17a5
Gm17115,2.563998239,0.357238531,0.150245539,2.06856175,0.03858723,NA,Gm17115
Lama3,54.03985976,0.357768282,0.180429361,1.971279169,0.048691953,0.185878172,Lama3
Slc25a24,1303.016877,0.357861917,0.048156725,7.427742555,1.10E-13,7.31E-12,Slc25a24
Rsph3b,135.6835323,0.358349102,0.140486864,2.565206155,0.010311452,0.058213883,Rsph3b
Lrrc28,113.1730359,0.358374318,0.13787206,2.588272878,0.009645853,0.055366718,Lrrc28
Utrn,228.5038612,0.358423448,0.115083887,3.100156115,0.001934187,0.014960739,Utrn
Hacd1,89.46302747,0.359278468,0.153037475,2.324707239,0.02008762,0.097419221,Hacd1
Gm13910,357.2668072,0.359593544,0.101263631,3.541170913,0.000398355,0.004019678,Gm13910
Gnpda2,130.851696,0.359910908,0.133838098,2.703230505,0.006866911,0.042080366,Gnpda2
Rtn4rl1,247.55869,0.359955011,0.108997429,3.336172217,0.000849405,0.007580284,Rtn4rl1
Plcxd2,88.43986959,0.360154177,0.163953332,2.166857956,0.030245687,0.131824461,Plcxd2
Gfra4,53.42438614,0.360674853,0.17982979,2.011922844,0.044228071,0.173926377,Gfra4
Enpp1,601.6797041,0.361058462,0.075078369,4.802592097,1.57E-06,3.07E-05,Enpp1
Fam118b,374.5099376,0.361381214,0.082466336,4.373695804,1.22E-05,0.000189343,Fam118b
Aph1c,676.4457181,0.361906456,0.077534368,4.665262134,3.08E-06,5.64E-05,Aph1c
Gpr183,294.3512699,0.362101967,0.104495832,3.473251357,0.000514194,0.004991885,Gpr183
Trib3,68.32453448,0.362106601,0.1783512,2.085828911,0.036994124,0.152849855,Trib3
Mettl23,141.6396746,0.362163831,0.131064834,2.764377849,0.005703146,0.036058093,Mettl23
Pla2g12a,204.5778685,0.362249358,0.105086749,3.427799036,0.000608496,0.005738211,Pla2g12a
Zfp575,3.800032514,0.363120184,0.165660307,2.371975994,0.01769324,0.088658519,Zfp575
Sptssa,1796.38837,0.36354649,0.050201729,7.242106454,4.42E-13,2.72E-11,Sptssa
Cdk5rap1,128.8708533,0.36411867,0.131200128,2.75662375,0.005840151,0.036780185,Cdk5rap1
Ticam2,148.5012818,0.364439545,0.130997668,2.789361568,0.005281207,0.03403046,Ticam2
Plscr1,239.5858957,0.365880949,0.098594919,3.694331437,0.000220466,0.002414949,Plscr1
Adcy3,566.1560741,0.366724725,0.081098326,4.506568172,6.59E-06,0.000110504,Adcy3
Hyal1,247.2624014,0.366727659,0.099074851,3.675483795,0.000237399,0.002567315,Hyal1
Oit3,174.2962163,0.368112488,0.11927825,3.060392297,0.002210472,0.016697553,Oit3
Lrfn4,193.1545584,0.368715824,0.117104256,3.12694806,0.001766311,0.013922537,Lrfn4
Lrp11,206.7677869,0.368910048,0.122029919,3.008124881,0.002628651,0.019243776,Lrp11
Erich1,97.76112593,0.369210153,0.153547584,2.418985876,0.015563845,0.080436461,Erich1
Lhpp,241.300742,0.369232053,0.104186851,3.547024369,0.000389609,0.003938806,Lhpp
Gm30074,5.287325321,0.369495737,0.176114306,2.35474457,0.018535442,0.091654721,Gm30074
Adarb1,164.7427298,0.372315718,0.131358031,2.819107133,0.004815744,0.031586192,Adarb1
Ctsf,337.4766289,0.373250503,0.096853305,3.873939803,0.00010709,0.001282773,Ctsf
2510016D11Rik,74.21485333,0.374328913,0.160786443,2.346118688,0.018970066,0.093232412,2510016D11Rik
Chchd6,159.8889893,0.374714975,0.125616776,2.961831716,0.003058149,0.021746686,Chchd6
Apoc4,2.024191295,0.375605455,0.137045518,2.488513501,0.012827837,NA,Apoc4
Macrod1,77.9772571,0.376209277,0.167141196,2.32233522,0.020214893,0.097892166,Macrod1
Adk,363.1108839,0.376300681,0.098368236,3.819727113,0.000133599,0.001553848,Adk
C1qtnf12,209.3570799,0.376440988,0.115800305,3.261200298,0.001109416,0.009456119,C1qtnf12
Gpr157,914.1214346,0.376710008,0.058562666,6.428229828,1.29E-10,5.68E-09,Gpr157
Ap3s1,2299.30732,0.378817077,0.037716257,10.03941052,1.02E-23,1.77E-21,Ap3s1
Rgs12,174.0605646,0.379129801,0.124645716,3.038212225,0.002379863,0.01776091,Rgs12
Sephs2,769.7888799,0.379440186,0.066427778,5.707833964,1.14E-08,3.72E-07,Sephs2
Gm43909,50.67082931,0.380020061,0.179095808,2.076965557,0.037804738,0.155174525,Gm43909
Aatk,474.1578204,0.381894337,0.07534758,5.06141113,4.16E-07,9.59E-06,Aatk
Racgap1,198.5424756,0.382394369,0.11418549,3.373106359,0.000743252,0.006767707,Racgap1
Nudt12,41.62009545,0.382776881,0.188387838,2.014310792,0.043976914,0.173361227,Nudt12
Miga1,320.0818535,0.383118553,0.092136743,4.158299983,3.21E-05,0.000450634,Miga1
Nrap,238.33072,0.383394289,0.103602936,3.690680274,0.000223655,0.002441594,Nrap
Sla,625.0378835,0.384123911,0.076710818,5.014706649,5.31E-07,1.19E-05,Sla
Tmem205,296.0170387,0.384287377,0.094754522,4.054093576,5.03E-05,0.000665552,Tmem205
Steap3,1258.999447,0.38535941,0.058527142,6.58121888,4.67E-11,2.18E-09,Steap3
Cyb5d2,105.4682302,0.385641549,0.149536287,2.568220573,0.010222209,0.057840397,Cyb5d2
Prrt3,5.331313605,0.386062157,0.185721347,2.024089258,0.042960969,0.170187879,Prrt3
Lzts3,81.51636847,0.386450788,0.161464528,2.386535182,0.01700798,0.086161305,Lzts3
Cdca7l,273.8274674,0.386927561,0.111056965,3.474585934,0.000511642,0.004973103,Cdca7l
mt-Ts2,9.14001217,0.388403956,0.202758856,2.076957766,0.037805457,0.155174525,mt-Ts2
Tmem71,115.114842,0.389171771,0.151589385,2.607878692,0.009110523,0.052820085,Tmem71
Smim13,571.3001141,0.389254417,0.073032956,5.335539544,9.53E-08,2.52E-06,Smim13
Icosl,61.75918453,0.389513615,0.17747834,2.250181381,0.024437434,0.113304021,Icosl
Gm15682,40.59890303,0.389531792,0.196540975,1.980965007,0.047595198,0.18301919,Gm15682
Scn1b,583.4898378,0.389796279,0.071641986,5.437625329,5.40E-08,1.49E-06,Scn1b
Slc36a2,491.4208648,0.390756741,0.096482317,4.054972958,5.01E-05,0.000664212,Slc36a2
1810034E14Rik,70.37080141,0.390849465,0.164784555,2.369608473,0.017806931,0.089072946,1810034E14Rik
Amigo1,45.14499723,0.391485277,0.195147877,2.046804208,0.040677312,0.163713753,Amigo1
Gm14410,138.9545078,0.391850969,0.161626447,2.404397216,0.016199161,0.083002052,Gm14410
Slc43a3,80.06699498,0.392600502,0.16322446,2.399748796,0.016406326,0.083877084,Slc43a3
Gm20541,3.75809175,0.39285393,0.169558142,2.341541787,0.019204276,0.094068304,Gm20541
Ccdc69,55.81071893,0.393869009,0.183295976,2.174238699,0.029687213,0.130128549,Ccdc69
Uchl4,8.550986488,0.396403552,0.204324533,2.051391619,0.040228825,0.162516796,Uchl4
Arhgef3,568.5834434,0.396527467,0.077060283,5.142958786,2.70E-07,6.47E-06,Arhgef3
Rida,112.2372697,0.396954267,0.143612439,2.777686555,0.00547474,0.035028286,Rida
Hibch,170.7973824,0.396978105,0.11690185,3.388947125,0.000701615,0.006461509,Hibch
D330045A20Rik,244.2741796,0.397533007,0.116275471,3.442202292,0.000576999,0.005482846,D330045A20Rik
Kif7,109.3951555,0.399316771,0.146985225,2.75503397,0.005868604,0.036930549,Kif7
Cav2,759.9981429,0.399395736,0.061716401,6.466705264,1.00E-10,4.50E-09,Cav2
A830082N09Rik,8.143244404,0.399770414,0.195592545,2.082121414,0.037331381,0.153933512,A830082N09Rik
Gm11634,4.079334777,0.400067891,0.171058997,2.420856373,0.015483994,0.080075077,Gm11634
Tuft1,208.1042532,0.400174366,0.107874643,3.698055673,0.000217257,0.002383036,Tuft1
Galnt3,159.8569757,0.401574346,0.129885182,3.065989705,0.002169508,0.016488464,Galnt3
Gm44763,3.24514468,0.404665315,0.162141444,1.99038031,0.046549057,0.180198906,Gm44763
Gm16845,11.90666143,0.405010358,0.209765247,2.091496155,0.036483611,0.151444059,Gm16845
Gm20652,2.871001276,0.405390148,0.154094987,2.042858216,0.041066476,0.164876499,Gm20652
Gm44206,4.908695489,0.40558912,0.181016899,2.408511679,0.016017714,0.082255191,Gm44206
Lrrc9,8.033267146,0.406026104,0.199847284,2.080212766,0.037506022,0.154298741,Lrrc9
Fcor,38.30273067,0.407162284,0.188716193,2.086297802,0.036951656,0.152849855,Fcor
Gm26982,81.43152717,0.411312585,0.162748046,2.516832594,0.011841508,0.065231386,Gm26982
Gm6457,65.97541254,0.412054744,0.178533569,2.279914738,0.022612746,0.106902037,Gm6457
Slc22a5,268.2297291,0.412620353,0.099918668,4.116983585,3.84E-05,0.000528467,Slc22a5
Trim16,126.2340377,0.413787537,0.149824575,2.783995273,0.005369382,0.034433614,Trim16
Slc25a35,40.20327207,0.414220541,0.189005519,2.165181999,0.03037375,0.131968936,Slc25a35
Galnt12,227.5938041,0.414655756,0.111405653,3.732670322,0.000189461,0.00211514,Galnt12
mt-Ty,9.167610192,0.414991217,0.194488065,2.722703854,0.006475007,0.040043787,mt-Ty
Asf1b,96.56777871,0.415221022,0.158082165,2.688162721,0.007184638,0.043543966,Asf1b
Parpbp,16.05075525,0.41609602,0.213831087,1.968857618,0.048969444,0.186701789,Parpbp
F13a1,71.78962437,0.417234749,0.199949368,2.668660327,0.007615442,0.045661524,F13a1
Fer1l5,83.43357967,0.41799291,0.170657946,2.519770781,0.011743128,0.064755765,Fer1l5
Pccb,557.0288882,0.418462612,0.079216097,5.281679422,1.28E-07,3.28E-06,Pccb
Csrp1,786.0311084,0.419125023,0.067697253,6.189387166,6.04E-10,2.44E-08,Csrp1
Rhou,44.15885342,0.421110153,0.193032443,2.17940928,0.029301277,0.128786737,Rhou
Card14,8.639042008,0.421341668,0.197943895,2.247784477,0.024589936,0.113880201,Card14
Scoc,569.04713,0.421886226,0.069530223,6.054729425,1.41E-09,5.44E-08,Scoc
Spc25,72.32160964,0.422186207,0.1649986,2.556462256,0.010574254,0.059303299,Spc25
Rac3,61.25912012,0.423265792,0.180729942,2.35747601,0.018399644,0.09106695,Rac3
Gm43039,10.52404062,0.42358722,0.209565608,2.015106022,0.043893541,0.173196598,Gm43039
Gm37352,68.44781544,0.424136414,0.18131768,2.367009042,0.017932495,0.089413103,Gm37352
Sesn1,1231.085695,0.424477484,0.063918246,6.661473699,2.71E-11,1.29E-09,Sesn1
Gm12174,91.12665542,0.424658075,0.150528636,2.820931964,0.004788436,0.031471043,Gm12174
Gm13803,18.55677016,0.42579634,0.213898123,1.972382794,0.048565924,0.185557942,Gm13803
Ptgfrn,2209.875649,0.425838002,0.045834734,9.286281377,1.60E-20,2.10E-18,Ptgfrn
Frk,49.6079372,0.426333966,0.186283928,2.211363674,0.027010663,0.121872777,Frk
Ska3,24.74782534,0.426588379,0.210017888,2.08072453,0.037459127,0.154184444,Ska3
Gm2810,20.78886761,0.427124618,0.213941096,1.979758739,0.047730645,0.183277952,Gm2810
Gm11110,19.54637796,0.427451503,0.213593158,1.978050044,0.047923061,0.183821999,Gm11110
Cbx7,73.157677,0.428741245,0.171122476,2.520250631,0.01172713,0.064689655,Cbx7
Rbms3,5.088588324,0.428999766,0.186815836,2.305447423,0.021141528,0.101644385,Rbms3
Ccl8,9.503725353,0.42912847,0.204557475,1.960299471,0.049960798,0.189290877,Ccl8
Ripk4,4.042149295,0.429707089,0.164499,2.55542034,0.010605963,0.059419174,Ripk4
Rtkn,42.12348977,0.430030947,0.195932125,2.187146372,0.02873184,0.127327267,Rtkn
Creg2,270.6834077,0.431053214,0.100728586,4.259682948,2.05E-05,0.000299195,Creg2
Naprt,65.90926682,0.431233548,0.177659804,2.456780381,0.014018836,0.07416194,Naprt
Slc46a3,387.8295034,0.434132249,0.099088567,4.420903962,9.83E-06,0.000156143,Slc46a3
Pxmp4,101.5322307,0.435145456,0.161616404,2.769166576,0.005619989,0.03567212,Pxmp4
Itga4,717.9416046,0.435411185,0.078552996,5.550326613,2.85E-08,8.54E-07,Itga4
Zfp947,23.24663963,0.43598886,0.209420407,1.995941557,0.045940285,0.178656662,Zfp947
C2,92.06584742,0.436253617,0.156550584,2.758387779,0.005808725,0.036625155,C2
Hrh1,15.95678272,0.436499834,0.213865135,1.976309338,0.048119753,0.184333383,Hrh1
Pla2g16,240.2478414,0.438996289,0.115792429,3.788194324,0.000151746,0.001741411,Pla2g16
Gstm2,395.5875131,0.43926935,0.086877311,5.04059841,4.64E-07,1.05E-05,Gstm2
Rgs7bp,180.2306853,0.441255563,0.131515954,3.378994859,0.000727514,0.006656402,Rgs7bp
Sdhaf4,152.8455062,0.441571909,0.124688043,3.53298322,0.000410899,0.004123364,Sdhaf4
Shisa9,9.167941349,0.441735496,0.200908725,2.02452888,0.042915764,0.170092323,Shisa9
4933430I17Rik,141.8437641,0.442403045,0.135032711,3.250324519,0.001152734,0.009782974,4933430I17Rik
Dennd2d,67.29731433,0.445217519,0.161671288,2.730612852,0.006321669,0.039276135,Dennd2d
Mfap1b,178.318594,0.445228548,0.198916074,2.256741297,0.024024245,0.111709276,Mfap1b
D930019O06Rik,10.93980544,0.44538805,0.20925041,2.127414022,0.033385698,0.141763257,D930019O06Rik
Gm7335,16.68133397,0.445544864,0.213902837,1.986556836,0.046971529,0.181182313,Gm7335
