X,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Unique_MInhibvsMCtrl
2010007H06Rik,14.43967342,0.410501743,0.193596113,1.962640481,0.049687964,NA,2010007H06Rik
Tpmt,168.4686611,0.410581421,0.187352372,2.035423614,0.041808267,0.22744348,Tpmt
Gabra6,6.39876049,0.410606685,0.148350835,2.17457757,0.029661787,NA,Gabra6
Gid4,2131.358229,0.410627523,0.172450989,2.296010355,0.021675289,0.179890595,Gid4
Mecom,42.19558592,0.410690097,0.183684064,2.202271658,0.027646125,0.195940008,Mecom
Pygm,860.0915666,0.410751409,0.163880089,2.452974289,0.014168046,0.155495451,Pygm
A830019P07Rik,36.47448419,0.410783246,0.194888069,2.008520278,0.044588033,0.231628392,A830019P07Rik
Syne3,48.04314515,0.410785087,0.185195079,2.206837557,0.02732541,0.195245383,Syne3
Cfh,407.7631297,0.410886542,0.178578625,2.271786998,0.023099379,0.183884524,Cfh
4930447K03Rik,4.176305566,0.410894458,0.158752782,2.256911835,0.024013584,NA,4930447K03Rik
Scd1,5007.113268,0.411091626,0.19034347,1.972048431,0.048604078,0.240134438,Scd1
Gmfg,24.75620311,0.411328841,0.194754485,1.996614631,0.045867062,0.233691875,Gmfg
Adgrg6,19.10301821,0.411459572,0.192062324,2.116288666,0.034320264,NA,Adgrg6
Rorc,76.42677648,0.411681951,0.189758307,2.160832888,0.030708251,0.203980411,Rorc
Mical1,150.956117,0.411874452,0.170012353,2.288352227,0.022117017,0.181453081,Mical1
Mertk,786.9691722,0.412026119,0.182405481,2.312128712,0.020770591,0.176801864,Mertk
Pogk,1366.488519,0.412308996,0.16357314,2.442430581,0.014588735,0.157338493,Pogk
Krcc1,370.4195779,0.412482776,0.189914579,1.997617251,0.045758172,0.233672575,Krcc1
Fam149a,536.5631903,0.412523725,0.165741135,2.409268507,0.015984533,0.163652758,Fam149a
Map10,76.24684221,0.412552427,0.154902718,2.61733486,0.008861936,0.132606301,Map10
Erbin,2163.4951,0.412745341,0.167102124,2.397783638,0.016494605,0.165602332,Erbin
C030005K06Rik,12.55925764,0.412813295,0.189599818,2.096908554,0.036001671,NA,C030005K06Rik
Podxl,482.3551327,0.412896392,0.139664875,2.970627296,0.002971922,0.095138452,Podxl
Plekhm2,3438.156182,0.413181719,0.184184916,2.166006317,0.030310704,0.202629719,Plekhm2
Bmx,16.84571667,0.413676891,0.192623031,1.991865831,0.046385781,NA,Bmx
Gm11400,4.080174724,0.413899883,0.163800726,2.254864277,0.024141849,NA,Gm11400
Itga9,85.46194269,0.413959022,0.15816837,2.644894692,0.008171634,0.129840149,Itga9
Rhoh,12.59264473,0.413966528,0.193692077,2.155083518,0.031155299,NA,Rhoh
Zfp106,4898.176271,0.413969326,0.154602485,2.615734038,0.008903588,0.132859917,Zfp106
Aqp4,3254.713506,0.414080565,0.184043082,2.117458121,0.034220986,0.211296208,Aqp4
Clec12a,4.212746719,0.414121824,0.155851479,2.430804133,0.015065356,NA,Clec12a
Gm42744,7.846590328,0.414400491,0.19056049,2.083829827,0.037175649,NA,Gm42744
9330111N05Rik,16.0295387,0.414529593,0.194340385,2.14864657,0.031662427,NA,9330111N05Rik
9230114K14Rik,29.40758039,0.415246859,0.18750834,2.057737968,0.039615294,0.222653118,9230114K14Rik
Samsn1,20.41512552,0.415525434,0.192718365,2.120921189,0.033928435,0.21061344,Samsn1
Psd2,1399.743567,0.415609879,0.167552009,2.349603353,0.018793426,0.170782787,Psd2
Znrf1,1723.06756,0.415620119,0.15612193,2.611177035,0.009023117,0.134002957,Znrf1
Tesk2,79.14406272,0.416163949,0.141026736,2.946992306,0.003208812,0.097742796,Tesk2
Mgl2,3.46004258,0.416406756,0.155036315,2.08459154,0.037106393,NA,Mgl2
Cdc42bpg,290.3016679,0.416427795,0.184282576,2.133778276,0.032860935,0.208151102,Cdc42bpg
Gm10073,175.2896065,0.416932888,0.191119626,2.072624696,0.038207221,0.220206825,Gm10073
Yap1,702.4349273,0.41700507,0.185739586,2.111147641,0.034759624,0.212639474,Yap1
Gulp1,121.152672,0.417103206,0.185158206,2.014798127,0.043925805,0.230897352,Gulp1
Wnk1,4394.397926,0.417481246,0.162004615,2.528357899,0.011459747,0.145091307,Wnk1
Cav2,852.8215133,0.417987205,0.182916166,2.187198225,0.028728056,0.198997676,Cav2
Ccr2,4.188299995,0.418793864,0.157895625,2.286209715,0.022241993,NA,Ccr2
Cdh5,195.1546189,0.418920952,0.146342756,2.8026351,0.005068698,0.111700774,Cdh5
Uxt,52.66034003,0.419070655,0.190614958,2.078928874,0.037623888,0.21838149,Uxt
Vwa5b2,473.0020327,0.419187616,0.150360057,2.774688532,0.00552546,0.114431891,Vwa5b2
9130017K11Rik,4.382012377,0.419221623,0.175833039,2.204887286,0.027462005,NA,9130017K11Rik
Gm5854,225.6117156,0.419733459,0.153715558,2.659282013,0.007830739,0.128914717,Gm5854
Rp2,342.0112928,0.419967469,0.166805797,2.389444486,0.016873874,0.167132229,Rp2
Hba-a1,192.0013634,0.420088073,0.183227971,2.450657051,0.014259574,0.155725112,Hba-a1
Klhdc7a,693.047712,0.420137867,0.186099909,2.170219661,0.029990209,0.201932981,Klhdc7a
AI849053,57.35838139,0.420731364,0.190394098,2.119422385,0.034054787,0.210776541,AI849053
Ednrb,1136.217266,0.420812935,0.167028101,2.403763548,0.016227265,0.164465896,Ednrb
AI467606,22.67095649,0.420965946,0.194593101,2.129601072,0.033204562,0.208490147,AI467606
Exoc3l,85.97110263,0.420992902,0.140976392,2.992842293,0.002763925,0.092191292,Exoc3l
2610028H24Rik,2.555851816,0.421471798,0.151355376,3.342848197,0.000829232,NA,2610028H24Rik
Lrrc1,178.9501343,0.421547324,0.148446846,2.810970093,0.004939238,0.110738851,Lrrc1
Gm28043,56.07339719,0.421907874,0.17863923,2.320300034,0.020324652,0.175745659,Gm28043
Cers3,6.057344962,0.422011711,0.185680773,2.228592025,0.025841062,NA,Cers3
Smad6,58.88722077,0.422199568,0.162851637,2.522202842,0.011662244,0.145091307,Smad6
10-Sep,157.2448766,0.423339087,0.186273855,2.139618497,0.032385611,0.208134724,10-Sep
Cybb,12.26091544,0.42334058,0.178449213,2.417789097,0.015615124,NA,Cybb
Mtss1l,6525.101711,0.423440681,0.179591527,2.259331209,0.02386279,0.186834367,Mtss1l
A4galt,28.09904528,0.423483544,0.185702887,2.219426245,0.02645774,0.192708577,A4galt
A930036I15Rik,6.967638512,0.423767989,0.185520387,2.501674108,0.012360765,NA,A930036I15Rik
Kirrel2,217.6344379,0.423873419,0.182976552,2.564376273,0.010336142,0.138891355,Kirrel2
Gm4792,1.404108364,0.423880667,0.118193374,2.909691833,0.003617853,NA,Gm4792
Myct1,11.22526382,0.425128706,0.192862328,2.076648085,0.037834051,NA,Myct1
Msi2,2101.62321,0.425352872,0.157507433,2.598149273,0.009372774,0.135508604,Msi2
Sptbn2,30708.24984,0.425605189,0.18034551,2.310084937,0.020883452,0.176827841,Sptbn2
Srarp,26.20779473,0.426153788,0.189599372,2.219066011,0.026482234,0.192708577,Srarp
Grk3,2266.988481,0.426262471,0.158478953,2.636151426,0.00838523,0.130691289,Grk3
4933406I18Rik,6.645683592,0.42629485,0.189435961,2.167008767,0.030234186,NA,4933406I18Rik
Gm42047,36.99407291,0.426330611,0.193553088,2.496377879,0.012546886,0.149014293,Gm42047
Rab22a,1318.524895,0.426414127,0.151284444,2.794015901,0.005205792,0.112461514,Rab22a
Gm10355,11.98398244,0.426519679,0.189716629,2.436989232,0.01481012,NA,Gm10355
Tns3,2399.909118,0.426974632,0.182304033,2.285681023,0.022272926,0.181821568,Tns3
Hip1,886.4764902,0.427181112,0.136329874,3.127939294,0.001760365,0.077534073,Hip1
Nr2e1,399.1642814,0.427202402,0.17851691,2.295115877,0.021726484,0.18007497,Nr2e1
Sfxn5,4570.057869,0.427383972,0.189896076,2.115506892,0.034386768,0.211605797,Sfxn5
Gm49303,3.655584184,0.427724634,0.156716277,2.172776481,0.029797144,NA,Gm49303
Rb1,523.7001158,0.427763392,0.090806626,4.692963231,2.69E-06,0.001804516,Rb1
Ror2,14.91082486,0.427975651,0.193402043,2.220483319,0.026385977,NA,Ror2
Gm3362,51.16106025,0.427976462,0.193050613,2.107310712,0.035090655,0.21289775,Gm3362
Gm13341,42.04195284,0.42827196,0.190023065,2.219182421,0.026474317,0.192708577,Gm13341
Cideb,17.50395841,0.428801433,0.193611482,1.972988079,0.048496921,NA,Cideb
Nat8,28.98566453,0.428951049,0.193447878,2.276377499,0.022823425,0.18327111,Nat8
Frmpd1,295.162994,0.429168465,0.132723099,3.126615832,0.001768308,0.077534073,Frmpd1
Gm266,80.24117756,0.429255481,0.174884896,2.220426489,0.026389831,0.192559124,Gm266
Lpar4,71.39819959,0.42936335,0.194937798,2.188446709,0.028637079,0.198867855,Lpar4
5930403N24Rik,35.95823763,0.429371777,0.194878005,2.052359706,0.040134717,0.223935562,5930403N24Rik
Gm11808,694.1189466,0.429438793,0.183610479,2.193071106,0.028302256,0.197942894,Gm11808
Gpm6b,23468.00942,0.430235848,0.167888159,2.482398818,0.013050112,0.150663905,Gpm6b
Slc35d2,10.90627275,0.43067715,0.194205034,2.00305138,0.045171774,NA,Slc35d2
Abca6,44.44106091,0.431034728,0.165678121,2.571388663,0.010129158,0.138033152,Abca6
Gypc,25.77958589,0.431159335,0.192405094,2.241846038,0.024971325,0.188692093,Gypc
Snx29,138.03048,0.431201227,0.154078181,2.79339844,0.00521574,0.112461514,Snx29
Epb41l2,1731.77265,0.431380453,0.174810903,2.395947728,0.016577454,0.165881643,Epb41l2
Gm9625,10.18883048,0.431399594,0.194197982,2.127764269,0.033356633,NA,Gm9625
Etnppl,521.8863386,0.431770782,0.185340179,2.437439036,0.014791708,0.158832322,Etnppl
Heyl,73.31328117,0.431778295,0.166773232,2.564573271,0.010330277,0.138891355,Heyl
Shank1,19958.1101,0.431972695,0.195051967,2.174793545,0.029645591,0.201150682,Shank1
Rgs20,341.1451516,0.432668237,0.178463688,2.270296387,0.023189606,0.184204937,Rgs20
Lcn2,9.278772787,0.433049019,0.174982085,2.467324016,0.013612712,NA,Lcn2
Hrk,1044.690132,0.433232425,0.145245099,2.929565507,0.003394363,0.098259475,Hrk
Rpl23a-ps3,297.1851298,0.433245707,0.176184979,2.381043674,0.017263665,0.168077917,Rpl23a-ps3
Itpr2,563.0550498,0.434400597,0.177175469,2.397176285,0.016521973,0.165696645,Itpr2
Gna13,1368.610217,0.434508371,0.16546888,2.506175839,0.012204491,0.148022202,Gna13
Lair1,158.962632,0.434666522,0.180902389,2.355141685,0.018515644,0.17061009,Lair1
Marf1,2599.002355,0.434707066,0.162683597,2.616732146,0.008877597,0.132606301,Marf1
Trpm3,1692.319737,0.435713127,0.192269503,2.050565155,0.040309313,0.22459569,Trpm3
Atp8b1,38.90638657,0.436042896,0.183960136,2.372513238,0.01766753,0.168077917,Atp8b1
Nlrp3,14.74995569,0.436123799,0.192163296,2.473257045,0.01338878,NA,Nlrp3
Gm2897,19.09299686,0.436255738,0.192031372,2.116126233,0.034334073,NA,Gm2897
Espl1,31.27840449,0.436376439,0.180588305,2.34979701,0.018783652,0.170782787,Espl1
Sytl4,58.02331163,0.436802592,0.19229265,2.101148086,0.035627969,0.213943815,Sytl4
Birc3,25.84283278,0.436911495,0.194129717,2.043202397,0.041032407,0.226484751,Birc3
4930488L21Rik,33.73295935,0.438109702,0.176993705,2.34236435,0.019161998,0.171643649,4930488L21Rik
Id3,754.9699543,0.438915281,0.158039504,2.730624818,0.006321439,0.120254162,Id3
Bcr,3663.157168,0.438969903,0.13946152,3.122835039,0.001791181,0.077534073,Bcr
Sparcl1,37295.34452,0.439253563,0.165593715,2.600163449,0.009317937,0.135508604,Sparcl1
Ccdc85c,2269.138337,0.439321917,0.184888175,2.239998089,0.025091047,0.189022639,Ccdc85c
Map2,28954.45831,0.4393224,0.191421593,2.182200246,0.029094757,0.200160525,Map2
Itgb8,1487.152054,0.439890902,0.153385786,2.785808054,0.005339448,0.113428645,Itgb8
Rcan3,707.4612624,0.439911254,0.16043757,2.659053903,0.007836042,0.128914717,Rcan3
Ddn,70524.30819,0.440142924,0.189824668,2.2036882,0.02754628,0.195940008,Ddn
Cnbd2,46.17870614,0.440475205,0.174095496,2.459616324,0.013908562,0.154104201,Cnbd2
Pipox,27.56464474,0.44052881,0.192084441,2.371526278,0.017714787,0.168077917,Pipox
Abcd2,669.2478022,0.440803194,0.137471224,3.151871775,0.001622275,0.07544858,Abcd2
2810402E24Rik,74.38601541,0.441157284,0.178355509,2.374109318,0.017591341,0.168077917,2810402E24Rik
Rab31,1680.544104,0.441337729,0.166906614,2.546744931,0.010873288,0.141948571,Rab31
Megf10,546.8410471,0.44168356,0.137662482,3.179012225,0.001477779,0.072809021,Megf10
Abcb1a,424.9928035,0.441750007,0.155658355,2.835990092,0.004568386,0.108869445,Abcb1a
Axl,1407.228142,0.442508396,0.186935897,2.279377407,0.02264464,0.182679049,Axl
Gm10629,9.471812745,0.442701589,0.190000605,2.406730275,0.016096053,NA,Gm10629
Rapgef4,16670.13413,0.443107953,0.19506446,2.147152787,0.03178112,0.206500243,Rapgef4
B3gnt6,8.60180924,0.443575234,0.190250312,2.376591668,0.017473419,NA,B3gnt6
Mgp,292.3034457,0.443981676,0.180982478,2.41354554,0.015798153,0.163482251,Mgp
Myoc,502.2819109,0.444177379,0.185226127,2.394668704,0.016635389,0.166111594,Myoc
Gm7536,344.356668,0.444418775,0.173450686,2.489846148,0.01277984,0.149690461,Gm7536
A330049N07Rik,19.44600445,0.444465576,0.194514586,2.042401663,0.041111705,NA,A330049N07Rik
Pth1r,144.8507882,0.444924552,0.167377305,2.695580628,0.007026607,0.124961721,Pth1r
Mmp28,47.77973873,0.445028052,0.179009214,2.490884825,0.012742542,0.149690461,Mmp28
Rims4,1640.386174,0.445083209,0.180342088,2.432482816,0.014995703,0.160271317,Rims4
Heatr5a,213.3751128,0.445223885,0.144209732,2.979744939,0.002884885,0.09409703,Heatr5a
Pde7b,321.7772443,0.445527598,0.12057982,3.67809563,0.000234982,0.0320772,Pde7b
Sult1a1,33.08770526,0.445594362,0.188308342,2.364012289,0.018078213,0.169308714,Sult1a1
Sox2,1079.916612,0.446461032,0.132871983,3.267891167,0.00108352,0.063612997,Sox2
Lama1,47.6881261,0.446761126,0.180836406,2.316700268,0.020520065,0.176400768,Lama1
Ahcyl2,4467.428106,0.446787689,0.119598081,3.710848786,0.000206565,0.029282642,Ahcyl2
Gm10432,53.3426314,0.447366618,0.165784982,2.638762938,0.008320914,0.130333677,Gm10432
Zfp867,191.7236382,0.447950535,0.124559165,3.538905335,0.00040179,0.041077432,Zfp867
2010109I03Rik,1.870453947,0.448526565,0.131777334,2.527615344,0.011484009,NA,2010109I03Rik
Gjb2,155.5083181,0.449509015,0.193558938,2.146738008,0.031814145,0.206532779,Gjb2
Zfp85,71.82681292,0.449530273,0.165640987,2.545123549,0.010923908,0.142357324,Zfp85
Uba7,48.60797134,0.450246297,0.184300198,2.430985222,0.015057829,0.160271317,Uba7
Glul,41656.73709,0.450326723,0.186129669,2.338389995,0.019367026,0.172420331,Glul
Sardh,341.6194911,0.450843222,0.185229954,2.34934527,0.018806459,0.170782787,Sardh
Dpp4,25.91574989,0.450847466,0.190292825,2.255029409,0.024131483,0.187940017,Dpp4
Dlg2,7192.599215,0.450967349,0.166739961,2.642919486,0.008219458,0.129881529,Dlg2
Kyat3,84.35807929,0.451828832,0.166278654,2.721295564,0.006502659,0.121118546,Kyat3
Zfp518a,169.235688,0.452730205,0.130224555,3.459845086,0.000540486,0.047714902,Zfp518a
Rassf2,1650.925879,0.452904013,0.175840723,2.525057931,0.011567922,0.145091307,Rassf2
Ddit4l,196.3029194,0.453581279,0.118006701,3.82548883,0.000130513,0.022373849,Ddit4l
Tph2,30.47637825,0.454943716,0.190622265,2.324781564,0.020083643,0.175195221,Tph2
Rnase6,6.574019929,0.455112836,0.186724354,2.15266897,0.031344704,NA,Rnase6
Il31ra,3.110535615,0.455280951,0.14731063,2.236929017,0.02529098,NA,Il31ra
Gm47251,10.17973942,0.45540403,0.192205192,2.388644654,0.01691065,NA,Gm47251
Epop,1284.729624,0.455604197,0.172996449,2.64339045,0.008208032,0.129840149,Epop
Adcy5,4670.243294,0.456487882,0.178467434,2.421360314,0.015462542,0.162365184,Adcy5
Spata3,30.10062854,0.456506018,0.194178144,2.374245368,0.01758486,0.168077917,Spata3
Zfp953,21.66822476,0.456521071,0.193525564,2.121507154,0.033879147,0.210603547,Zfp953
Gm26809,132.7879372,0.456761003,0.145971192,3.103330286,0.00191356,0.080418785,Gm26809
Chpt1,1393.500963,0.458073274,0.178438463,2.480065709,0.013135817,0.150931627,Chpt1
Hes5,123.2166634,0.458240988,0.179672005,2.352852604,0.018630017,0.170698158,Hes5
Plcxd2,556.379708,0.459358032,0.147319627,3.120528367,0.001805269,0.077778007,Plcxd2
Glis3,232.5258884,0.459616926,0.127117412,3.592096953,0.000328028,0.037200871,Glis3
4932702P03Rik,9.837245783,0.460370659,0.191108535,2.671620338,0.0075486,NA,4932702P03Rik
Zc3h7b,5500.751251,0.460502874,0.184636885,2.43137501,0.015041637,0.160271317,Zc3h7b
Gm49550,11.99987356,0.461932304,0.194014386,2.357785307,0.018384322,NA,Gm49550
Arsi,16.21471736,0.461935466,0.193537274,2.509822497,0.012079186,NA,Arsi
Slc15a2,685.1624535,0.462296481,0.176937337,2.517611404,0.01181536,0.146146498,Slc15a2
Gm48909,11.13257837,0.462438991,0.188406434,2.24369293,0.024852165,NA,Gm48909
9530082P21Rik,28.87769555,0.462650509,0.185606098,2.629229506,0.008557858,0.131473908,9530082P21Rik
Tead2,49.01454186,0.463195625,0.185427184,2.341522796,0.019205253,0.171799208,Tead2
1110002L01Rik,69.26780961,0.463475283,0.154481251,2.846161704,0.004424972,0.107717389,1110002L01Rik
Gm9989,9.563703654,0.464613804,0.192487075,2.227176884,0.025935454,NA,Gm9989
Hgf,62.00045216,0.464704817,0.171534481,2.531524819,0.011356778,0.144603607,Hgf
Epsti1,12.32992562,0.46483761,0.189526112,2.354512235,0.018547033,NA,Epsti1
Cd38,207.16393,0.46552168,0.173195444,2.594314887,0.009477964,0.135626722,Cd38
Shank2,4329.89659,0.465829732,0.171578373,2.660463385,0.007803321,0.128914717,Shank2
Tbc1d9b,7213.403414,0.465930457,0.188682733,2.35762571,0.018392227,0.170324497,Tbc1d9b
Frk,10.37925988,0.466415514,0.189967185,2.134147928,0.032830674,NA,Frk
Arhgef19,561.6747253,0.466997986,0.161759664,2.837706498,0.004543894,0.108869445,Arhgef19
Gm18290,12.706311,0.46741925,0.192906084,2.615368203,0.008913131,NA,Gm18290
Pdxk,1388.291701,0.468020656,0.126738969,3.65564879,0.000256532,0.033469528,Pdxk
Cdh19,235.4355059,0.468120184,0.178209882,2.712684514,0.006674061,0.121626313,Cdh19
Gng12,1484.778776,0.468318291,0.163456607,2.777971197,0.005469947,0.114180948,Gng12
Atp1a2,25763.9699,0.468319042,0.174193839,2.635443735,0.008402736,0.130691289,Atp1a2
Parp4,134.1648125,0.468612489,0.161395559,2.817080676,0.004846235,0.110341922,Parp4
Ankub1,56.98669471,0.468615101,0.185167367,2.496258676,0.012551104,0.149014293,Ankub1
Gpc5,1049.690755,0.46946231,0.183448445,2.462510211,0.013796824,0.153676465,Gpc5
Gm20559,18.89087645,0.469797892,0.194630731,2.290316673,0.022002966,NA,Gm20559
Egfr,242.7654946,0.469878215,0.138903155,3.283262503,0.001026131,0.062001002,Egfr
Clec2d,63.62351416,0.470195185,0.185413279,2.483542811,0.01300827,0.150663905,Clec2d
Wwc1,2643.478503,0.470507852,0.1505376,3.086657293,0.002024208,0.082346478,Wwc1
Apba1,5458.974228,0.470701746,0.173553613,2.661699567,0.007774724,0.128914717,Apba1
Folh1,140.4438357,0.471101888,0.169483412,2.776731188,0.005490857,0.114180948,Folh1
Eya4,95.47427901,0.471912176,0.166392576,2.824553398,0.004734656,0.109753193,Eya4
Lipc,8.910221958,0.471994148,0.193488048,2.005352424,0.044925384,NA,Lipc
Cldn34c1,28.92927748,0.472018848,0.194573691,2.232248405,0.02559855,0.19002992,Cldn34c1
Nat8f4,291.5605057,0.472451072,0.172377482,2.678524088,0.007394741,0.126915799,Nat8f4
Rpl17-ps9,29.48157129,0.473009222,0.194857818,2.140681378,0.032299741,0.207945452,Rpl17-ps9
Gm21093,20.41729799,0.473293697,0.193882847,2.328478077,0.019886732,0.174223773,Gm21093
Nacc2,3046.19812,0.473766497,0.180497019,2.496500512,0.012542549,0.149014293,Nacc2
Epb41l4b,733.7114422,0.473855291,0.147637258,3.197545164,0.001386027,0.070811756,Epb41l4b
Stab1,263.5688603,0.473999234,0.165903654,2.771126741,0.005586268,0.114721618,Stab1
Stxbp3-ps,17.80942521,0.474030848,0.19453848,2.229947438,0.025750933,NA,Stxbp3-ps
Gm36298,42.71067852,0.474434789,0.188326833,2.267184585,0.023378952,0.184980853,Gm36298
Eya2,46.05057568,0.477478537,0.186362165,2.446575412,0.014422062,0.156494933,Eya2
Akr1c14,29.03291656,0.47802013,0.194811664,2.368369444,0.017866685,0.168655414,Akr1c14
Cbln3,25.5313426,0.47912463,0.158033699,2.569401914,0.010187423,0.138196471,Cbln3
Gbp6,12.35339443,0.479554795,0.185857518,2.564343696,0.010337113,NA,Gbp6
Cit,1111.153631,0.47970719,0.164526434,2.932383323,0.003363713,0.098259475,Cit
4930578C19Rik,14.40513141,0.479743816,0.194001132,2.452292505,0.014194922,NA,4930578C19Rik
Sox6,394.0248966,0.479913088,0.173929086,2.664583087,0.007708382,0.128557329,Sox6
Lpp,171.6741384,0.480351395,0.153586377,3.164934866,0.001551177,0.075298475,Lpp
Gm26588,66.56394358,0.480413158,0.181257029,2.461884131,0.013820931,0.153676465,Gm26588
Sycp3,13.61791737,0.480486201,0.194388565,2.326577812,0.019987747,NA,Sycp3
A230009B12Rik,29.46773878,0.480580048,0.184514592,2.624836546,0.008669057,0.132134963,A230009B12Rik
Gm9946,6.604897972,0.480641449,0.182477881,2.200667414,0.027759577,NA,Gm9946
Lyz2,228.7660759,0.482216145,0.193523618,2.35267678,0.018638828,0.170698158,Lyz2
Gm46218,7.046302232,0.482801443,0.183795054,2.580342247,0.009870244,NA,Gm46218
Tifa,184.8513285,0.483290178,0.181085722,2.529539743,0.011421224,0.145091307,Tifa
Qk,6652.907742,0.483407405,0.169597345,2.763092415,0.005725655,0.115622399,Qk
Ets1,238.2335104,0.483963191,0.154313446,3.090016371,0.002001455,0.082346478,Ets1
Gm15494,3.636729076,0.484873369,0.156482625,2.592654843,0.00952383,NA,Gm15494
AC183095.1,5.646283807,0.485806157,0.183214892,2.547015584,0.010864858,NA,AC183095.1
